BCI-AV#	Blissymbol	English	Char	Char	5350	1497	212	34	4	1
14131		explode,blow_up,detonate,burst		14132	8993					
14132		explosion,detonation,blowup	Y	17717						
14133		eye	Y							
14134		eyebrow	Y	14133	15214	26059				
14135		eyebrow_pencil		15991	14134					
14136		eyelid_(upper)	Y	14133						
14137		eye_makeup		13377	12374					
14138		face	Y	14689	13867	13867				
14139		fact	Y	15471	16467					
14140		factory,plant		14905	15410					
14141		falafel		14377	12621	12642				
14142		fall		24894	8993					
14143		fallopian_tube		24296	13911					
14144		family_(traditional)	Y	15416	16420	16420	18269			
14145		family_(cohabiting)	Y	16161	16420	16161				
14146		police_force,police		14646	16420					
14147		family_planning		16194	13395					
14148		family_planning_clinic		16430	14147					
14149		fan	Y							
14150		far,distant_(OLD)		24896	8998					
14151		farm	Y	16420	14173					
14152		farmer		16161	14151					
14153		fast_day		13639	15474	14377				
14154		fasten,attach,join,append,connect		17746	8993					
14155		fastener,gripper,velcro,zipper		17717	14154	13366				
14156		fat,thick_(OLD)		25561	8998					
14157		father,dad,daddy,papa,pa,pop	Y	16420	15416					
14158		favourite		13178	14187	8996				
14159		fear,be_afraid,dread		12347	8993					
14160		feather		15972						
14161		February		15649	8498					
14162		feed		14440	14377	8993				
14163		feel		14164	8993					
14164		feeling,emotion,sensation	Y							
14165		female,feminine_(person)		18269	8998					
14166		female_(gender)	Y	18269						
14167		fence,wall	Y	26048	26059					
14168		fertile		13395	8997					
14169		fertility_counselling		14704	13395					
14170		fetus	Y	12870	12603					
14171		few,little_(OLD)		15927		8998				
14172		fidelity,loyalty,solidarity		14164	23409					
14173		field	Y	14625	13901					
14174		field_hockey,hockey_(activity)		12335	25618					
14175		fight,combat		14175	8993					
14176		fill		24897	8993					
14177		film		13115	13111					
14178		finally,at_last		17732	15173	8998				
14179		find		14133	25570	8993				
14180		finger	Y	14667	26059					
14181		finish,complete		13860	12360	8993				
14182		Finland		13423	16725					
14183		fire	Y							
14184		firefighter,fireman		16161	25556					
14185		fireplace	Y	14183	15921					
14186		fire_truck,fire_engine		17781	25556					
14187		first,primary		8497	8486	8998				
14188		fish_(animal)	Y							
14189		fish_(food)		14377	14190					
14190		fish		14191	8993					
14191		fishing		24727	14190					
14192		fix,mend,repair		24898	18274	8993				
14193		flag	Y							
14194		flame		15972	14183					
14195		burnable,combustible,ignitable		14183	8997					
14196		flashlight,lantern		15208	14667	9009				
14197		flat		15474	15663	8998				
14198		flavouring,condiment,seasoning		12339	17506	9009				
14199		flea		26018	15139					
14200		float		25562	8993					
14201		flood		15671	25633					
14202		floor	Y	16687	26059					
14203		floor_covering,linoleum	Y	16687	26059					
14204		flour		16233	14625					
14205		flower	Y							
14206		flower_(from_bulb)	Y	14205						
14369		flower_(protected)		14205	16420	8996				
14370		wildflower		14205	15921					
14371		fly,flying_insect	Y	14943	14372					
14372		fly		18259	8993					
14373		flying		18259	8998					
14374		fog	Y	17006	18209					
14375		fold,pleat		25564	8993					
14376		follow_(OLD)		15927	23137	8993				
14377		food	Y	15666	13901					
14378		food_ball		14377	12621					
14379		foot	Y	15189	26059					
14380		football,soccer_(activity)		12335	12621	15189				
14381		for_(in_exchange_for),instead	Y	14118						
14382		for_(the_purpose_of),in_order_to	Y	16437						
14383		forced,compelled,obliged		22914	8998					
14384		forehead	Y	14138	26059					
14385		foreskin		16420	15994					
14386		forest,bush,wood,woods		15671	15671					
14387		forget		24899	8993					
14388		forgive,pardon		25593	12348	8993				
14389		fork	Y							
14390		forward	Y	21852						
14391		foster_mother		18269	16984	15662				
14392		foster_parent		16984	15968					
14393		four_o'clock_eating_break		14377	17732	8500				
14394		fox,jackal,coyote		12380	15221	15921				
14395		free,freely		14396	8998					
14396		freedom,liberty	Y	14164	15921					
14397		freeze,solidify		25565	8993					
14398		French_fries,chips_(OLD)		16230	15216	9011	9009			
14399		fresh		17506	15710	8998				
14400		Friday_(OLD)		13639	8502					
14401		friend		16161	15210					
14402		frog,toad		12371	15139					
14403		from	Y	15214	26059					
14404		food_(frozen)		14377	14919					
14405		fruit	Y							
14406		fruit_juice,juice		13882	14405					
14407		fruit_yogurt,fruit_yoghurt		18296	14405					
14408		frustrated		14410	8996					
14409		frustrating		14410	8998					
14410		frustration		14164	25545					
14411		fry,saute		13408	15914	8993				
14412		fuel	Y	13936	13934					
14413		full		24897	8998					
14414		funny,humorous		24824	8998					
14415		fur,coat_(animal),hair_(animal)	Y	26054	26059					
14416		furniture		14430	13148	17493				
14417		future	Y							
14418		game		16451	13938					
14419		Ganesh		14451	13923					
14420		garage	Y	14905	18010					
14421		garbage_can,rubbish_bin,trash_can	Y	13403	18043					
14422		garden	Y	14205	13901					
14423		garlic		18006	17018	14947				
14424		gas	Y	17983						
14425		gasoline,gas,petrol		18209	18232					
14426		gather,assemble		14427	8993					
14427		gathering,assembly,meeting,conference	Y							
14428		gender,sex	Y	15414	14165					
14429		indefinite		12321	8998					
14430		generalization	Y	15666	15671					
14431		genitals,sex_organs	Y	16166	26059					
14432		genitals,sex_organs_(female)		14431	14165					
14433		genitals,sex_organs_(male)		14431	15414					
14434		gerbil,guinea_pig,hamster		12386	14164					
14435		get,acquire,receive		24727	8993					
14436		ghost_(OLD)		16161	13358					
14437		gift,offering,present		17717	24903					
14438		giraffe	Y	12378						
14439		girl	Y	13166						
14440		give,offer,provide		24903	8993					
14441		glass_material		13365	14442					
14442		glass,drinking_glass	Y							
14443		glasses,eyeglasses	Y							
14444		glassware		14430	14442					
14445		sports_glove,glove,mitt		14445	24727					
14446		glove(s),mitt(s),mitten(s)		16420	14667					
14447		glue,adhesive,paste		13158	23409					
14448		glue,paste,stick		14447	8993					
14449		go,depart,leave		13658	8993					
14450		goal	Y	13866	12621					
14451		God	Y	13607	13607					
14452		goldfish,guppy,pet_fish		14190	14164					
14453		golf_(activity)		12335	25618					
14454		goodbye,farewell		15666	25592					
14455		Good_Friday		13639	13645	14969				
14456		goodness		14164	16225					
14457		goods,contents	Y	13403	17717					
14458		goose_(bird)		12840	12835					
14459		goose_(food)		14377						
14460		gopher,ground_hog		12386	14883					
14461		govern,rule		23137	13423	8993				
14462		government_(OLD)		14646	22913	13423				
14463		good,well,fine,ok,okay,all_right		14456	8998					
14625		grain,cereal	Y	14636	14636					
14626		grandfather,granddad,grandpa	Y	14157	15968					
14627		grandfather_(maternal)	Y	14157	15662					
14628		grandfather_(paternal)	Y	14157	14157					
14629		grandmother,grandma,granny	Y	15662	15968					
14630		grandmother_(maternal)	Y	15662	15662					
14631		grandmother_(paternal)	Y	15662	14157					
14632		grandparent	Y	15968	15968					
14633		grape_juice		13882	14635					
14634		grapefruit		15933	12835					
14635		grape,grapes	Y							
14636		grass	Y							
14637		grasshopper		14943	15139					
14638		grave	Y	13901	16163					
14639		gray,grey		13377	15719	17193				
14640		great_experience		13416	14947					
14641		green_(bci)		13377	14636					
14642		green_(ckb)		13377	8500					
14643		greenhouse,glasshouse,hothouse		14905	16196					
14644		green_onion,scallion,spring_onion		18006	15221					
14645		grocery_store,food_store,supermarket_(OLD)		17269	14377					
14646		group_(people)		14647	16161					
14647		group_of,much_of,many_of,quantity_of	Y	15673						
14648		grove		14647	17775					
14649		grow		24905	8993					
14650		guard_duty		15212	16161	18045				
14651		guess,estimate		13868	25595	8993				
14652		guilt		23127	15733					
14653		guilty		14652	8998					
14654		gull,seagull,sea_gull		12840	18043					
14655		gun,firearm	Y							
14656		gym,gymnasium_(OLD)		16687	12335	14690				
14657		gym_mat_(OLD)		14203	17234					
14658		Haggadah		12875	15974					
14659		hail	Y	14919	13869					
14660		hair	Y							
14661		hair_(head)	Y	26056	26059					
14662		Halloween_(OLD)		13639	14436					
14663		halva,halvah,halwa		14377	17479	14625				
14664		hamburger_(OLD)		23640	15444					
14665		hamentasch		13409	13894					
14666		hammer,gavel,mallet	Y							
14667		hand	Y							
14668		handbag,shopping_bag,carrier_bag	Y	13403						
14669		handball_(activity)		12335	12621	14667				
14670		handgun,pistol		13120	15221					
14671		handkerchief		13365	15732					
14672		handmade_object,handicraft		13431	9009					
14673		hang,hook		14673	8993					
14674		happen,occur		14114	8993					
14675		happiness,fun,joy,pleasure		14164	17983					
14676		happy,glad,gladly,happily		14675	8998					
14677		harassment		14647	25553					
14678		harbour		25597	12869					
14679		hard_(OLD)		15927	17203	8998				
14680		harmony,harmoniousness,concord,concordance		14164	12354					
14681		harvest		15159	14625					
14682		hat,cap,hood		16420	14689					
14683		hate_(OLD)		15927	15400	8993				
14684		Havdalah		13935	16700					
14685		have		24912	8993					
14686		hawk,eagle_(OLD)		12837	17983	14947				
14687		he,him,himself		15414	8499					
14688		he,she,him,her,one		16161	8499					
14689		head	Y							
14690		health	Y	16161	12577					
14691		healthy,well		14690	8998					
14692		hear,listen		13894	8993					
14693		hearing_aid		12355	13894	13918	9009			
14694		hearing-impaired_(OLD)		15213	14692	8998				
14695		heart	Y	14164	9009					
14696		heat	Y	26059	14183					
14697		heat		14697	8993					
14698		heavy		18221	13869	8998				
14699		hedgehog_(OLD)	Y	12378						
14700		heel	Y	15189	26059					
14701		helicopter	Y	18232	25362					
14702		hello,greetings		15666	25583					
14703		helmet_(OLD)		14682	14947					
14704		help,aid,assistance,support	Y	16161						
14705		help,aid,assist,serve,support		14704	8993					
14706		helper,aide,assistant,personal_assistant		16161	14704					
14707		her,hers		14688	12663					
14708		here	Y	12324						
14709		heterosexuality		14164	13425					
14710		hide,conceal		15410	15474	15449	8993			
14711		high,tall		24909	8998					
14712		hill		15663	15221					
14713		hip	Y	15189	26059					
14714		hippopotamus	Y	12389						
14715		his		14687	12663					
14716		his,her,hers,one's		14688	12663					
14717		hit		17761	14947	14947	8993			
14718		hobby,pastime		12335	14948					
14881		hoist,lift		12355	20524	9009				
14882		hold,contain_(1)		13403	8993					
14883		hole	Y	13901	25536	13901				
14884		holiday,festival		13639	14676					
14885		home		14905	14164					
14886		home_run		8500	25537					
14887		homosexuality_(female),lesbianism		14164	25540					
14888		homosexuality_(male)		14164	25541					
14889		honey_(spread)		17238	14205					
14890		honey_(food)		14377	14205					
14891		hook,hanger	Y							
14892		hop		8497	14379	8993				
14893		hope		23534	8993					
14894		horizon	Y	15656	26059					
14895		trumpet,horn,cornet_(1)	Y							
14896		horn(s)	Y	12379	26059					
14897		horse	Y	12378						
14898		horseradish		13124	14901					
14899		hospital,clinic		14905	15446					
14900		hot_(temperature)		14697	8998					
14901		hot,spicy,peppery		17506	14183	8998				
14902		hot_dog,frankfurter		23640	15444	15229				
14903		hotel,motel		14905	16161	17772				
14904		hour,o'clock		17732						
14905		house,building,dwelling,residence	Y	24120	16420					
14906		how		16482	12334					
14907		how-(question)			12334					
14908		how_much,how_many								
14909		hug,cuddle,embrace		24848	8993					
14910		humble,meek		14164	17969	8998				
14911		hummus		17238	12642					
14912		hungry		14164	15474	14377	8998			
14913		hurt,pain_(feel),suffer		15954	8993					
14914		husband	Y	15416	16420					
14915		hysterectomy		17448	15446	17994				
14916		I,me,myself		16161	8497					
14917		I,me,myself-(feminine)		14165						
14918		I,me,myself-(masculine)		15414	8497					
14919		ice	Y	18209	17717					
14920		ice_cream_(OLD)		14377	17479	14919				
14921		ice_cream_(cone)	Y							
14922		ice_hockey_(activity)		12335	25619	14919				
14923		Iceland		13423	14919	14183				
14924		ice_skates	Y	15189						
14925		icy,frozen		14919	8998					
14926		idea,thought	Y	15471	13869					
14927		if			13914					
14929		immoral,bad,wrong,morally_wrong		25523	14947	8998				
14930		important,significant		24913	8998					
14931		improve_(OLD)		13135	15654	13416	8993			
14932		in,inside,interior,internal	Y	13934						
14933		incest		16931	16481					
14934		include		14932	8993					
14935		incorrect,bad,inaccurate,wrong		25539	14947	8998				
14936		increase,enlarge		12835	8993					
14937		Independence_Day_(Israel)		13639	14959					
14938		indigo		13377	8502					
14939		infertile,sterile		15474	13395	8997				
14940		infinite,limitless_(OLD)		24915	8998					
14941		injection,inoculation,shot	Y							
14942		injure,hurt		13135	15954	8993				
14943		insect,bug	Y							
14944		insect_(pest)		14943	15733					
14945		instruction,teaching		14440	15162					
14946		instruction(s),direction(s)		15962	17991					
14947		intensity	Y	8483						
14948		interesting,interested		24916	8998					
14949		international		13423	12360	8998				
14950		intimacy,closeness		14164	13364					
14951		intimate,close		14950	8998					
14952		into		14390	13934					
14953		invent		16194	14187	8993				
14954		Ireland		13423	16939					
14955		iron,smoothing_iron	Y							
14956		iron		14956	8993					
14957		ironing_board		17493	14956					
14958		island	Y	25777	13901					
14959		Israel		13423	17251					
14960		it,itself	Y							
14961		apparent(ly),clear(ly),evident(ly),obvious(ly),plain(ly)		25629	17724	8998				
14962		its		14960	12663					
14963		intrauterine_device,IUD		12844	17994					
14964		Iyar		15649	14959					
14965		jam,jelly,marmalade,preserves		17238	14405					
14966		January		15649	8497					
14967		jealous		16490	13675	14685	8998			
14968		Jerusalem_Day		13639	23151	14187				
14969		Jesus_(of_Nazareth),Jesus_Christ,Christ		15416	13614					
14970		jet,jet_plane		12357	15943					
